
Добавление 8631 заняло 789542 нс, 1 операций
Добавление 2604 заняло 209 нс, 1 операций
Добавление 119 заняло 334 нс, 1 операций
Добавление 756 заняло 291 нс, 1 операций
Добавление 7737 заняло 292 нс, 1 операций
Добавление 5033 заняло 292 нс, 5 операций
Добавление 6724 заняло 500 нс, 10 операций
Добавление 2560 заняло 292 нс, 5 операций
Добавление 9236 заняло 334 нс, 1 операций
Добавление 2076 заняло 375 нс, 1 операций
Добавление 5564 заняло 333 нс, 1 операций
Добавление 4809 заняло 291 нс, 1 операций
Добавление 6888 заняло 416 нс, 1 операций
Добавление 8373 заняло 375 нс, 10 операций
Добавление 4237 заняло 542 нс, 47 операций
Добавление 3563 заняло 333 нс, 1 операций
Добавление 6425 заняло 291 нс, 1 операций
Добавление 3984 заняло 291 нс, 1 операций
Добавление 6794 заняло 333 нс, 1 операций
Добавление 9644 заняло 708 нс, 36 операций
Добавление 617 заняло 375 нс, 5 операций
Добавление 2059 заняло 458 нс, 14 операций
Добавление 7559 заняло 500 нс, 1 операций
Добавление 946 заняло 375 нс, 5 операций
Добавление 7005 заняло 292 нс, 1 операций
Добавление 4005 заняло 1167 нс, 14 операций
Добавление 9273 заняло 375 нс, 5 операций
Добавление 9806 заняло 333 нс, 14 операций
Добавление 5744 заняло 583 нс, 1 операций
Добавление 882 заняло 292 нс, 1 операций
Добавление 1966 заняло 291 нс, 5 операций
Добавление 7317 заняло 541 нс, 1 операций
Добавление 4020 заняло 375 нс, 19 операций
Добавление 2155 заняло 292 нс, 1 операций
Добавление 3913 заняло 291 нс, 14 операций
Добавление 8160 заняло 291 нс, 1 операций
Добавление 4704 заняло 375 нс, 28 операций
Добавление 4978 заняло 375 нс, 23 операций
Добавление 1111 заняло 292 нс, 5 операций
Добавление 5897 заняло 375 нс, 10 операций
Добавление 7514 заняло 333 нс, 1 операций
Добавление 4547 заняло 334 нс, 14 операций
Добавление 6883 заняло 375 нс, 23 операций
Добавление 1382 заняло 292 нс, 1 операций
Добавление 402 заняло 416 нс, 32 операций
Добавление 5078 заняло 334 нс, 14 операций
Добавление 1778 заняло 666 нс, 10 операций
Добавление 6834 заняло 208 нс, 1 операций
Добавление 4057 заняло 292 нс, 1 операций
Добавление 5392 заняло 292 нс, 1 операций
Добавление 701 заняло 417 нс, 5 операций
Добавление 7590 заняло 291 нс, 5 операций
